Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
DeAnthony Melton,PG,24,PHI,30,23,30.2,4.4,10.4,0.423,2.4,6.2,0.392,2.0,4.2,0.468,0.54,0.6,0.9,0.704,1.1,3.6,4.7,3.2,2.0,0.4,1.7,2.3,11.9,Below mean
DeAndre Jordan,C,34,DEN,26,3,14.4,2.0,2.7,0.754,0.0,0.0,1.0,2.0,2.6,0.75,0.761,0.7,1.4,0.472,1.3,4.0,5.3,0.8,0.2,0.7,1.1,1.6,4.7,Below mean
DeAndre Jordan,C,34,DEN,26,3,14.4,2.0,2.7,0.754,0.0,0.0,1.0,2.0,2.6,0.75,0.761,0.7,1.4,0.472,1.3,4.0,5.3,0.8,0.2,0.7,1.1,1.6,4.7,Below mean
DeMar DeRozan,SF,33,CHI,34,34,36.0,9.4,18.3,0.512,0.4,1.4,0.298,8.9,16.9,0.53,0.523,7.4,8.3,0.887,0.5,4.6,5.2,5.0,0.9,0.4,1.9,2.7,26.5,Above mean
Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,0.452,1.4,3.3,0.411,0.9,1.6,0.536,0.589,0.5,0.8,0.692,0.6,3.5,4.1,1.0,0.7,0.4,0.4,2.5,6.4,Below mean
Deandre Ayton,C,24,PHO,32,32,29.1,7.9,12.7,0.619,0.2,0.6,0.389,7.7,12.2,0.63,0.628,2.1,2.9,0.731,3.0,6.6,9.7,1.9,0.5,0.8,2.1,2.9,18.1,Above mean
Dejounte Murray,SG,26,ATL,30,30,35.9,8.1,18.2,0.446,2.0,5.7,0.347,6.1,12.5,0.491,0.5,2.3,2.8,0.833,0.7,4.6,5.3,6.2,1.7,0.4,2.5,1.7,20.5,Above mean
Delon Wright,PG,30,WAS,7,0,19.9,1.9,4.7,0.394,0.6,2.4,0.235,1.3,2.3,0.563,0.455,1.1,1.6,0.727,0.6,1.1,1.7,3.6,2.6,0.6,0.9,1.3,5.4,Below mean
Deni Avdija,SF,22,WAS,34,29,25.9,2.9,6.9,0.421,0.9,3.0,0.304,2.0,3.9,0.511,0.487,1.4,1.7,0.793,0.9,4.6,5.5,2.6,0.8,0.6,1.4,3.1,8.1,Below mean
Dennis Schröder,PG,29,LAL,21,18,27.2,3.7,8.3,0.443,1.0,3.0,0.349,2.6,5.3,0.495,0.506,2.1,2.4,0.9,0.1,2.0,2.1,3.6,0.4,0.0,1.8,2.1,10.5,Below mean
Dennis Smith Jr.,PG,25,CHO,15,11,27.9,4.1,8.9,0.463,0.7,2.0,0.333,3.5,6.9,0.5,0.5,0.4,0.8,0.5,0.6,2.7,3.3,5.7,1.8,0.7,1.5,2.3,9.3,Below mean
Dereon Seabron,SG,22,NOP,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Derrick Jones Jr.,SF,25,CHI,25,0,13.8,1.9,3.8,0.5,0.4,1.3,0.344,1.5,2.6,0.578,0.557,1.2,1.4,0.833,0.9,1.4,2.3,0.6,0.5,0.7,0.4,1.3,5.5,Below mean
Derrick Rose,PG,34,NYK,24,0,12.8,2.4,6.0,0.4,0.8,2.3,0.345,1.6,3.8,0.433,0.466,0.4,0.4,1.0,0.3,1.3,1.6,1.8,0.3,0.2,0.9,0.7,6.0,Above mean
Derrick White,SG,28,BOS,35,28,26.1,3.3,7.5,0.439,1.5,4.0,0.371,1.8,3.5,0.516,0.538,1.8,2.1,0.861,0.6,2.5,3.1,3.1,0.8,0.8,1.0,2.3,9.8,Above mean
Desmond Bane,SG,24,MEM,15,15,31.9,7.3,16.7,0.434,3.2,8.1,0.397,4.1,8.7,0.469,0.53,4.7,5.1,0.921,0.4,4.1,4.5,3.9,0.5,0.3,2.0,2.5,22.4,Below mean
Devin Booker,SG,26,PHO,29,29,34.6,9.8,20.4,0.477,2.3,6.2,0.37,7.4,14.2,0.524,0.534,5.3,6.2,0.85,0.8,3.8,4.6,5.6,0.9,0.4,2.4,2.7,27.1,Above mean
Devin Vassell,SG,22,SAS,28,23,31.5,7.2,16.1,0.447,2.8,7.0,0.403,4.4,9.1,0.48,0.534,2.4,3.0,0.8,0.2,3.8,4.0,3.6,1.3,0.4,1.6,1.5,19.6,Below mean
Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0.0,1.0,0.0,0.15,0.0,0.0,,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5,
Devonte Graham,PG,27,NOP,34,0,15.0,1.6,4.4,0.369,1.3,3.6,0.355,0.4,0.8,0.429,0.513,0.9,1.1,0.821,0.3,1.3,1.6,2.1,0.4,0.2,0.6,0.8,5.4,Above mean
Dewayne Dedmon,C,33,MIA,26,0,12.2,2.4,4.7,0.508,0.4,1.4,0.306,2.0,3.3,0.593,0.553,1.2,1.6,0.714,1.0,2.7,3.7,0.6,0.2,0.5,0.7,2.0,6.3,Below mean
Dewayne Dedmon,C,33,MIA,26,0,12.2,2.4,4.7,0.508,0.4,1.4,0.306,2.0,3.3,0.593,0.553,1.2,1.6,0.714,1.0,2.7,3.7,0.6,0.2,0.5,0.7,2.0,6.3,Below mean
Dillon Brooks,SG,27,MEM,30,30,30.6,6.5,15.9,0.41,2.2,6.5,0.345,4.3,9.4,0.454,0.48,2.2,2.8,0.783,0.7,2.9,3.6,2.7,0.9,0.1,1.8,3.3,17.4,Above mean
Domantas Sabonis,PF,26,SAC,32,32,33.7,6.7,10.9,0.615,0.5,1.2,0.421,6.2,9.7,0.639,0.638,4.5,6.0,0.741,2.9,9.4,12.3,6.7,0.8,0.5,2.4,3.7,18.3,Above mean
Dominick Barlow,SF,19,SAS,4,0,6.5,0.8,1.8,0.429,0.0,0.8,0.0,0.8,1.0,0.75,0.429,1.0,1.0,1.0,0.5,0.3,0.8,0.8,0.3,0.0,0.0,0.8,2.5,
Donovan Mitchell,SG,26,CLE,31,31,36.3,9.9,20.1,0.492,3.8,9.2,0.418,6.1,10.9,0.555,0.587,4.8,5.5,0.882,0.9,2.9,3.8,4.5,1.4,0.4,2.9,2.6,28.5,Above mean
Donte DiVincenzo,SG,26,GSW,26,7,22.0,2.4,6.0,0.397,1.6,4.2,0.389,0.8,1.8,0.417,0.532,0.8,0.9,0.833,0.8,3.5,4.3,2.8,1.2,0.1,1.3,2.0,7.2,Below mean
Dorian Finney-Smith,PF,29,DAL,31,31,31.6,3.0,7.5,0.401,1.9,5.4,0.345,1.1,2.1,0.547,0.526,0.5,0.8,0.64,1.4,2.6,4.0,1.2,1.0,0.5,0.9,1.9,8.4,Above mean
Doug McDermott,SF,31,SAS,29,0,20.6,3.9,8.4,0.467,2.0,4.9,0.413,1.9,3.5,0.545,0.588,0.7,0.9,0.741,0.3,1.8,2.1,1.4,0.1,0.2,1.0,1.7,10.6,Above mean
Draymond Green,PF,32,GSW,32,32,30.8,3.2,6.2,0.52,0.6,1.8,0.316,2.7,4.4,0.603,0.566,1.0,1.3,0.721,0.7,5.8,6.5,6.7,0.7,0.8,2.4,2.9,8.0,Above mean
Drew Eubanks,C,25,POR,32,4,17.9,2.5,3.3,0.752,0.1,0.1,0.667,2.4,3.2,0.755,0.762,0.8,1.2,0.667,1.5,2.7,4.2,0.9,0.4,1.0,0.8,1.9,5.8,Below mean
Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,
Duane Washington Jr.,SG,22,PHO,19,0,10.9,2.7,7.0,0.391,1.1,3.2,0.344,1.6,3.8,0.431,0.47,0.2,0.5,0.444,0.1,1.0,1.1,1.5,0.2,0.1,0.6,0.5,6.8,
Duncan Robinson,SF,28,MIA,25,0,18.2,2.3,6.2,0.372,1.7,5.0,0.339,0.6,1.3,0.5,0.506,0.7,0.8,0.9,0.2,1.8,2.1,1.2,0.3,0.0,0.7,2.0,7.0,Above mean
Dwight Powell,C,31,DAL,30,23,17.4,2.1,3.0,0.692,0.0,0.1,0.0,2.1,3.0,0.708,0.692,1.3,2.0,0.678,1.8,1.7,3.5,0.5,0.5,0.4,0.8,2.7,5.5,Above mean
Dyson Daniels,PG,19,NOP,25,5,19.7,1.9,4.1,0.471,0.6,1.6,0.41,1.3,2.5,0.508,0.549,0.6,1.0,0.625,0.7,2.8,3.5,2.2,0.8,0.2,0.9,2.0,5.1,Below mean
Davis Bertans,PF,30,DAL,16,0,9.6,1.5,3.6,0.414,1.3,3.2,0.412,0.2,0.4,0.429,0.595,0.6,0.8,0.833,0.3,0.6,0.9,0.3,0.2,0.1,0.3,1.2,4.9,Above mean
Edmond Sumner,SG,27,BRK,30,9,14.9,2.4,5.4,0.447,0.5,1.9,0.286,1.9,3.5,0.533,0.497,1.7,1.9,0.929,0.3,1.1,1.5,1.5,0.9,0.2,1.0,1.6,7.1,Below mean
Eric Gordon,SG,34,HOU,28,28,29.8,3.9,9.5,0.415,1.9,5.4,0.347,2.1,4.1,0.504,0.513,1.8,2.1,0.845,0.3,1.7,2.0,2.4,0.6,0.4,1.8,0.8,11.5,Above mean
Eugene Omoruyi,SF,25,OKC,15,1,12.8,2.3,4.8,0.472,0.5,1.9,0.286,1.7,2.9,0.591,0.528,0.9,1.3,0.684,1.0,1.7,2.7,0.6,0.8,0.0,0.7,2.3,5.9,
Evan Fournier,SG,30,NYK,13,7,20.0,2.4,6.9,0.344,1.5,4.4,0.333,0.9,2.5,0.364,0.45,0.7,0.8,0.818,0.2,1.9,2.1,1.7,0.7,0.2,1.1,2.2,6.9,Above mean
Evan Mobley,PF,21,CLE,35,35,34.1,5.9,10.5,0.558,0.3,1.1,0.225,5.6,9.4,0.599,0.57,2.6,3.7,0.703,2.5,6.5,9.0,2.6,0.7,1.3,2.0,2.8,14.6,Below mean
Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.3,0.0,0.346,0.1,0.3,0.5,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,
Frank Kaminsky,C,29,ATL,16,0,7.8,1.1,1.9,0.567,0.5,1.1,0.444,0.6,0.8,0.75,0.7,0.5,0.5,1.0,0.1,1.5,1.6,1.0,0.1,0.0,0.4,0.9,3.1,Below mean
Frank Ntilikina,PG,24,DAL,16,0,12.5,0.9,2.8,0.311,0.4,1.5,0.25,0.5,1.3,0.381,0.378,0.5,0.7,0.727,0.1,1.3,1.4,1.3,0.3,0.1,0.8,1.4,2.6,Below mean
Franz Wagner,SF,21,ORL,36,36,33.2,7.1,14.8,0.478,1.5,4.4,0.346,5.5,10.3,0.535,0.53,4.0,4.6,0.873,0.9,3.1,4.0,3.4,0.8,0.3,2.3,2.3,19.7,Below mean
Fred VanVleet,PG,28,TOR,28,28,36.7,5.9,15.5,0.382,2.8,8.4,0.331,3.1,7.1,0.442,0.471,3.8,4.4,0.877,0.5,3.4,3.9,6.1,1.6,0.5,1.9,2.7,18.5,Above mean
Furkan Korkmaz,SG,25,PHI,18,0,11.3,1.3,3.4,0.387,0.6,1.7,0.333,0.8,1.8,0.438,0.468,1.0,1.4,0.72,0.2,1.1,1.3,0.9,0.2,0.1,0.7,0.5,4.2,Below mean
Gabe Vincent,PG,26,MIA,21,1,24.8,3.3,8.3,0.402,1.4,4.8,0.3,1.9,3.5,0.541,0.489,1.0,1.2,0.84,0.4,1.7,2.0,2.8,0.9,0.1,1.3,2.6,9.1,Below mean
Garrett Temple,SG,36,NOP,12,0,8.1,0.8,2.2,0.385,0.5,1.3,0.375,0.3,0.8,0.4,0.5,0.3,0.3,0.75,0.2,0.6,0.8,0.4,0.7,0.1,0.3,0.8,2.4,Below mean
Garrison Mathews,SG,26,HOU,27,0,13.1,1.3,3.4,0.376,1.2,3.3,0.364,0.1,0.2,0.6,0.548,1.1,1.1,0.935,0.2,1.0,1.1,0.5,0.6,0.1,0.3,1.3,4.9,Below mean
Gary Harris,SG,28,ORL,9,3,23.9,3.6,7.0,0.508,1.4,3.3,0.433,2.1,3.7,0.576,0.611,1.1,1.1,1.0,0.6,1.9,2.4,1.6,0.6,0.2,1.1,1.9,9.7,Above mean
Gary Trent Jr.,SG,24,TOR,27,18,30.9,5.9,13.6,0.434,2.3,6.6,0.343,3.6,7.0,0.521,0.518,2.7,3.4,0.783,0.5,1.5,2.0,1.4,1.6,0.1,1.1,1.6,16.7,Above mean
George Hill,PG,36,MIL,30,0,20.0,1.7,3.9,0.427,0.6,2.1,0.297,1.0,1.8,0.585,0.509,1.1,1.5,0.727,0.4,1.7,2.1,2.6,0.5,0.1,0.9,1.2,5.0,Below mean
Georges Niang,PF,29,PHI,31,0,20.3,3.3,7.4,0.439,2.3,5.6,0.411,0.9,1.8,0.527,0.596,0.6,0.7,0.909,0.2,2.1,2.3,1.0,0.5,0.3,0.8,2.2,9.5,Below mean
Giannis Antetokounmpo,PF,28,MIL,29,29,33.6,11.4,21.5,0.53,0.8,3.1,0.244,10.6,18.4,0.578,0.547,8.2,12.7,0.644,2.2,9.3,11.6,5.2,0.9,0.9,3.8,3.6,31.7,Above mean
Goga Bitadze,C,23,IND,17,0,9.9,1.5,2.6,0.568,0.2,0.7,0.25,1.3,1.9,0.688,0.602,0.5,1.1,0.5,1.0,1.2,2.2,0.9,0.4,0.5,0.6,1.8,3.6,Below mean
Goran Dragić,PG,36,CHI,32,0,17.1,3.1,7.0,0.442,1.2,2.9,0.404,1.9,4.1,0.469,0.527,0.7,1.1,0.639,0.3,1.2,1.5,2.9,0.2,0.1,1.2,1.4,8.1,Below mean
Gordon Hayward,SF,32,CHO,18,18,33.0,5.6,12.6,0.441,1.3,3.9,0.324,4.3,8.7,0.494,0.491,2.4,3.2,0.772,1.0,4.0,5.0,3.9,0.8,0.2,2.2,1.1,14.8,Above mean
Gorgui Dieng,C,33,SAS,12,1,11.8,1.5,3.7,0.409,0.8,2.6,0.29,0.8,1.1,0.692,0.511,0.3,0.3,0.75,1.0,2.3,3.3,1.8,0.1,0.4,1.0,1.8,4.0,Below mean
Grant Williams,PF,24,BOS,34,14,27.9,3.2,6.2,0.514,1.7,3.8,0.438,1.5,2.4,0.638,0.65,1.2,1.4,0.833,1.0,3.5,4.6,1.6,0.8,0.3,0.9,2.6,9.2,Below mean
Grayson Allen,SG,27,MIL,31,29,27.5,3.4,7.6,0.443,1.7,4.5,0.383,1.6,3.0,0.532,0.557,1.8,2.0,0.934,1.0,2.6,3.6,2.5,0.7,0.2,1.1,1.4,10.3,Below mean
Greg Brown III,PF,21,POR,10,0,6.7,0.8,1.9,0.421,0.1,0.5,0.2,0.7,1.4,0.5,0.447,0.2,0.8,0.25,0.2,0.9,1.1,0.0,0.4,0.5,0.5,0.8,1.9,Below mean
Hamidou Diallo,SG,24,DET,30,0,14.4,2.5,4.9,0.507,0.1,0.5,0.2,2.4,4.4,0.541,0.517,1.5,2.4,0.611,0.9,1.9,2.9,0.9,0.6,0.2,0.8,2.0,6.6,Below mean
Harrison Barnes,PF,30,SAC,33,33,31.5,4.2,9.0,0.471,1.2,3.8,0.302,3.1,5.2,0.596,0.535,4.0,5.0,0.806,1.0,4.4,5.4,1.8,0.8,0.1,1.3,1.4,13.7,Above mean
Haywood Highsmith,SF,26,MIA,24,2,19.4,1.7,4.3,0.385,0.7,2.1,0.34,1.0,2.3,0.426,0.466,0.3,0.7,0.375,1.0,2.8,3.8,0.9,0.9,0.4,0.7,1.3,4.3,Below mean
Herbert Jones,SF,24,NOP,23,23,28.4,3.6,8.2,0.436,0.9,3.0,0.3,2.7,5.1,0.517,0.492,2.5,3.2,0.77,1.2,2.3,3.5,2.2,1.3,0.7,1.2,3.4,10.5,Below mean
Immanuel Quickley,PG,23,NYK,35,2,24.6,3.7,9.1,0.403,1.4,4.4,0.327,2.2,4.7,0.473,0.481,1.8,2.2,0.842,0.5,3.3,3.8,3.2,1.0,0.1,1.3,1.9,10.6,Below mean
Isaac Okoro,SG,22,CLE,35,8,18.7,1.7,4.0,0.421,0.5,1.9,0.25,1.2,2.1,0.583,0.482,0.9,1.1,0.816,0.5,1.6,2.1,0.8,0.6,0.4,0.6,1.8,4.7,Below mean
Isaiah Hartenstein,C,24,NYK,35,7,19.9,2.4,4.7,0.512,0.2,0.9,0.267,2.2,3.8,0.567,0.537,0.7,0.8,0.793,2.8,3.8,6.6,0.8,0.6,0.8,0.9,2.4,5.7,Below mean
Isaiah Jackson,PF,21,IND,29,3,15.6,2.5,4.6,0.553,0.0,0.2,0.167,2.5,4.3,0.571,0.557,1.7,2.5,0.694,1.4,2.7,4.1,1.0,0.5,1.1,0.9,2.3,6.8,Below mean
Isaiah Joe,SG,23,OKC,27,1,12.0,2.1,4.4,0.467,1.6,3.6,0.449,0.4,0.8,0.545,0.65,0.7,0.9,0.826,0.1,1.7,1.8,1.0,0.6,0.1,0.5,1.2,6.5,Below mean
Isaiah Joe,SG,23,OKC,27,1,12.0,2.1,4.4,0.467,1.6,3.6,0.449,0.4,0.8,0.545,0.65,0.7,0.9,0.826,0.1,1.7,1.8,1.0,0.6,0.1,0.5,1.2,6.5,Below mean
Isaiah Livers,PF,24,DET,22,7,19.5,1.9,4.7,0.404,1.3,3.7,0.358,0.6,1.0,0.565,0.543,0.7,0.9,0.75,0.5,1.8,2.3,0.6,0.4,0.5,0.6,1.9,5.8,Below mean
Isaiah Mobley,PF,23,CLE,8,0,3.3,0.5,1.0,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0.0,0.0,,0.1,1.3,1.4,0.0,0.1,0.0,0.0,0.3,1.1,
Isaiah Roby,PF,24,SAS,28,1,11.0,1.6,3.5,0.449,0.5,1.5,0.333,1.1,2.0,0.536,0.52,0.4,0.8,0.435,0.4,2.0,2.4,1.1,0.4,0.2,0.6,1.2,4.0,Below mean
Isaiah Stewart,C,21,DET,30,30,28.2,4.0,8.5,0.467,1.6,4.2,0.373,2.4,4.3,0.558,0.559,2.2,3.0,0.742,2.1,5.8,7.8,1.2,0.3,0.7,1.3,2.7,11.7,Below mean
Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Below mean
Ish Smith,PG,34,DEN,15,0,9.6,1.3,3.3,0.4,0.1,0.4,0.333,1.2,2.9,0.409,0.42,0.1,0.1,0.5,0.1,0.9,1.0,2.0,0.3,0.4,1.0,0.7,2.9,Below mean
Ish Wainright,SF,28,PHO,19,1,13.7,1.1,3.0,0.368,0.8,2.2,0.357,0.3,0.8,0.4,0.5,0.2,0.4,0.571,1.2,1.1,2.2,0.9,0.5,0.3,0.3,1.7,3.2,
Ivica Zubac,C,25,LAC,34,34,29.9,4.0,6.4,0.622,0.0,0.0,0.0,4.0,6.4,0.625,0.622,2.3,3.3,0.69,3.5,7.5,11.0,1.1,0.4,1.5,2.1,3.1,10.2,Above mean
JD Davison,PG,20,BOS,3,0,2.7,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.25,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.7,
JT Thor,PF,20,CHO,22,0,10.3,0.9,2.5,0.352,0.2,1.3,0.179,0.6,1.2,0.538,0.398,0.5,0.7,0.733,0.5,1.2,1.7,0.5,0.3,0.2,0.5,0.7,2.5,Below mean
Ja Morant,PG,23,MEM,28,28,32.4,9.4,20.9,0.45,1.8,5.3,0.329,7.6,15.6,0.491,0.491,6.5,8.8,0.744,1.3,5.0,6.3,7.8,1.0,0.2,3.7,1.9,27.1,Above mean
JaMychal Green,PF,32,GSW,28,1,14.9,2.3,4.5,0.512,0.5,1.8,0.265,1.8,2.7,0.671,0.564,0.8,1.1,0.733,1.4,2.6,4.0,0.8,0.5,0.4,1.1,2.0,5.8,Above mean
JaMychal Green,PF,32,GSW,28,1,14.9,2.3,4.5,0.512,0.5,1.8,0.265,1.8,2.7,0.671,0.564,0.8,1.1,0.733,1.4,2.6,4.0,0.8,0.5,0.4,1.1,2.0,5.8,Above mean
JaVale McGee,C,35,DAL,22,7,8.4,1.8,2.9,0.625,0.0,0.2,0.25,1.8,2.7,0.65,0.633,0.6,1.1,0.542,0.7,1.7,2.4,0.2,0.1,0.5,0.9,1.1,4.3,Below mean
Jabari Smith Jr.,PF,19,HOU,33,33,30.3,4.2,11.0,0.383,2.0,5.8,0.337,2.2,5.2,0.435,0.472,1.7,2.0,0.833,1.3,5.9,7.2,0.8,0.5,1.0,1.4,3.1,12.1,Below mean
Jabari Walker,SF,20,POR,18,0,7.3,0.7,1.8,0.375,0.2,0.6,0.273,0.5,1.2,0.429,0.422,0.2,0.3,0.667,0.5,1.3,1.8,0.6,0.1,0.2,0.3,0.8,1.7,Below mean
Jack White,SF,25,DEN,8,0,3.3,0.1,0.8,0.167,0.0,0.3,0.0,0.1,0.5,0.25,0.167,0.0,0.0,,0.3,0.4,0.6,0.0,0.1,0.3,0.0,0.5,0.3,
Jaden Hardy,SG,20,DAL,10,0,6.5,1.4,4.1,0.341,0.1,1.2,0.083,1.3,2.9,0.448,0.354,0.9,0.9,1.0,0.0,0.8,0.8,0.3,0.1,0.2,0.3,0.9,3.8,Below mean
Jaden Ivey,SG,20,DET,33,32,30.2,5.3,12.9,0.412,1.3,4.2,0.314,4.0,8.6,0.46,0.464,3.4,4.6,0.725,1.1,3.1,4.2,4.0,1.1,0.3,2.6,2.9,15.3,Below mean
Jaden McDaniels,PF,22,MIN,32,32,30.8,4.6,8.6,0.531,1.2,3.1,0.38,3.4,5.5,0.617,0.6,1.2,1.6,0.76,1.3,2.4,3.7,1.7,1.1,1.2,1.5,3.5,11.5,Below mean
Jaden Springer,PG,20,PHI,4,0,2.8,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.3,0.5,0.5,0.3,0.5,0.8,0.0,0.0,0.5,0.3,0.5,1.3,Below mean
JaeSean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,0.5,0.7,1.7,0.4,2.7,5.0,0.533,0.55,1.0,1.3,0.75,2.7,1.7,4.3,3.3,1.0,0.0,1.7,5.0,8.3,Below mean
Jake LaRavia,PF,21,MEM,21,0,15.5,1.4,3.5,0.411,0.9,2.4,0.373,0.5,1.0,0.5,0.541,0.3,0.3,0.857,0.8,1.8,2.6,0.9,0.5,0.1,0.7,1.8,4.0,Below mean
Jakob Poeltl,C,27,SAS,26,26,26.2,5.4,8.2,0.657,0.0,0.0,,5.4,8.2,0.657,0.657,1.4,2.7,0.536,3.3,5.7,8.9,2.9,0.9,1.1,2.2,2.5,12.2,Below mean
Jalen Brunson,PG,26,NYK,34,34,32.5,7.3,15.8,0.46,1.5,4.2,0.366,5.7,11.6,0.494,0.508,4.1,4.8,0.87,0.4,2.8,3.2,6.6,1.1,0.1,2.0,2.4,20.2,Above mean
Jalen Duren,C,19,DET,34,10,24.3,3.2,5.1,0.629,0.0,0.0,0.0,3.2,5.1,0.632,0.629,1.1,2.0,0.567,3.4,5.2,8.6,0.9,0.6,0.8,1.2,2.6,7.6,Below mean
