Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
Jalen Green,SG,20,HOU,34,34,34.5,7.4,17.6,0.417,2.3,7.2,0.317,5.1,10.4,0.487,0.482,4.6,5.8,0.796,0.6,3.8,4.4,3.6,0.8,0.2,2.9,1.6,21.6,Below mean
Jalen Johnson,SF,21,ATL,33,6,15.9,2.0,4.5,0.439,0.3,1.6,0.212,1.6,2.9,0.563,0.476,0.7,1.0,0.719,0.6,3.1,3.7,1.1,0.5,0.5,0.5,1.8,5.0,Below mean
Jalen McDaniels,SF,25,CHO,35,10,26.0,3.8,8.5,0.45,1.3,3.5,0.364,2.6,5.1,0.508,0.523,1.7,1.9,0.894,0.9,3.7,4.6,2.2,1.0,0.5,1.3,3.0,10.6,Below mean
Jalen Smith,PF,22,IND,34,27,21.0,3.8,8.4,0.446,1.0,3.7,0.278,2.7,4.7,0.578,0.507,1.6,2.1,0.771,1.7,4.7,6.4,1.0,0.3,1.0,1.2,2.2,10.1,Below mean
Jalen Suggs,PG,21,ORL,14,13,28.9,4.6,11.1,0.419,1.4,4.9,0.294,3.2,6.2,0.517,0.484,1.6,2.5,0.657,1.1,2.2,3.3,5.4,1.6,0.6,3.4,3.1,12.4,Below mean
Jalen Williams,SG,21,OKC,30,17,27.4,4.5,8.8,0.51,0.7,2.5,0.27,3.8,6.3,0.603,0.548,1.5,2.0,0.75,0.7,2.9,3.6,2.7,0.6,0.4,1.6,2.6,11.1,Below mean
Jamal Cain,SF,23,MIA,9,0,11.2,1.8,3.3,0.533,0.1,0.7,0.167,1.7,2.7,0.625,0.55,0.6,0.9,0.625,0.8,1.6,2.3,0.6,0.6,0.0,0.2,1.1,4.2,
Jamal Murray,PG,25,DEN,28,28,31.8,6.7,15.3,0.438,2.0,5.6,0.359,4.7,9.8,0.484,0.503,2.9,3.7,0.786,0.5,3.4,3.9,5.7,1.0,0.2,2.1,1.3,18.3,Above mean
James Bouknight,SG,22,CHO,23,0,14.8,1.7,5.2,0.336,0.7,2.7,0.258,1.0,2.5,0.421,0.403,0.7,1.0,0.682,0.2,1.9,2.1,1.2,0.5,0.2,0.8,1.3,4.8,Below mean
James Harden,SG,33,PHI,19,19,38.2,6.7,15.6,0.432,2.7,7.4,0.364,4.1,8.2,0.494,0.519,5.8,6.6,0.881,0.5,6.0,6.5,11.2,1.5,0.6,3.7,2.2,22.0,Above mean
James Johnson,PF,35,IND,9,0,7.9,0.8,2.1,0.368,0.1,0.8,0.143,0.7,1.3,0.5,0.395,0.0,0.0,,0.0,0.9,0.9,0.6,0.1,0.3,0.2,1.9,1.7,Below mean
James Wiseman,C,21,GSW,19,0,12.7,2.8,4.6,0.609,0.1,0.1,0.5,2.7,4.5,0.612,0.615,1.2,1.8,0.657,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8,Below mean
Jaren Jackson Jr.,C,23,MEM,17,17,25.1,5.5,11.1,0.492,1.5,4.4,0.347,3.9,6.7,0.588,0.561,3.5,4.5,0.766,1.9,4.2,6.1,0.6,1.1,3.1,1.5,2.9,15.9,Above mean
Jarred Vanderbilt,PF,23,UTA,35,33,25.0,3.5,6.1,0.568,0.4,1.1,0.375,3.0,4.9,0.613,0.603,1.1,1.5,0.685,2.5,5.5,8.0,2.8,1.2,0.3,1.5,2.7,8.4,Below mean
Jarrett Allen,C,24,CLE,28,28,33.3,5.5,8.9,0.621,0.0,0.1,0.0,5.5,8.7,0.631,0.621,2.9,3.9,0.734,3.0,7.1,10.1,1.5,0.8,1.2,1.5,2.3,13.9,Above mean
Jarrett Culver,SG,23,ATL,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1.0,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,
Jason Preston,PG,23,LAC,5,0,8.8,1.2,3.2,0.375,0.4,1.6,0.25,0.8,1.6,0.5,0.438,0.0,0.4,0.0,0.2,0.8,1.0,1.6,0.0,0.0,0.8,0.8,2.8,Below mean
Javonte Green,SG,29,CHI,26,1,16.2,2.2,3.8,0.576,0.5,1.2,0.375,1.7,2.6,0.672,0.636,1.0,1.5,0.684,0.9,2.1,3.0,0.8,0.8,0.7,0.7,1.7,5.8,Below mean
Jaxson Hayes,C,22,NOP,14,1,11.5,1.4,2.8,0.513,0.1,0.9,0.077,1.4,1.9,0.731,0.526,1.0,1.5,0.667,0.5,2.2,2.7,0.8,0.2,0.4,0.6,0.9,3.9,Below mean
Jaylen Brown,SF,26,BOS,33,33,35.9,10.1,20.4,0.493,2.6,7.5,0.341,7.5,12.9,0.581,0.556,4.3,5.4,0.797,1.2,6.1,7.2,3.4,1.2,0.5,3.2,2.7,27.0,Above mean
Jaylen Nowell,SG,23,MIN,35,0,20.1,4.5,10.5,0.427,1.2,4.0,0.302,3.3,6.5,0.502,0.484,1.2,1.6,0.782,0.7,2.1,2.9,2.2,0.6,0.1,0.9,1.6,11.4,Below mean
Jaylin Williams,PF,20,OKC,7,0,8.7,1.1,2.6,0.444,0.1,0.7,0.2,1.0,1.9,0.538,0.472,0.6,0.9,0.667,0.9,1.4,2.3,1.0,0.4,0.0,0.3,1.4,3.0,Below mean
Jayson Tatum,PF,24,BOS,33,33,37.0,10.2,21.4,0.477,3.3,9.3,0.357,6.9,12.1,0.569,0.554,7.3,8.5,0.867,1.1,6.9,8.1,4.1,1.2,0.9,2.7,2.2,31.1,Above mean
Jeff Dowtin,PG,25,TOR,9,0,7.4,1.0,2.0,0.5,0.1,0.4,0.25,0.9,1.6,0.571,0.528,0.1,0.1,1.0,0.4,0.7,1.1,0.9,0.0,0.1,0.1,0.4,2.2,
Jeff Green,PF,36,DEN,24,3,19.3,2.8,5.4,0.527,0.3,1.3,0.267,2.5,4.1,0.606,0.558,1.5,2.1,0.686,0.9,1.9,2.8,1.1,0.4,0.3,1.0,1.8,7.5,Below mean
Jerami Grant,PF,28,POR,32,32,36.0,7.4,15.3,0.484,2.7,5.9,0.45,4.7,9.3,0.505,0.571,4.7,6.0,0.785,1.0,3.4,4.4,2.8,0.8,0.8,1.9,2.3,22.1,Above mean
Jeremiah Robinson-Earl,PF,22,OKC,26,18,21.1,3.3,6.7,0.489,1.1,2.9,0.382,2.2,3.8,0.571,0.572,0.8,1.1,0.786,2.0,3.0,5.0,1.0,0.7,0.4,0.6,1.9,8.5,Below mean
Jeremy Sochan,PF,19,SAS,28,25,24.8,3.7,8.0,0.458,0.4,2.1,0.19,3.3,6.0,0.551,0.482,0.8,1.5,0.537,1.6,3.1,4.7,2.5,0.8,0.5,1.5,2.5,8.5,Below mean
Jericho Sims,C,24,NYK,27,2,12.6,1.7,2.2,0.783,0.0,0.0,,1.7,2.2,0.783,0.783,0.3,0.4,0.8,1.9,2.4,4.3,0.3,0.2,0.6,0.4,1.8,3.8,Below mean
Jevon Carter,PG,27,MIL,34,26,25.2,2.8,6.8,0.417,1.4,3.4,0.393,1.5,3.3,0.442,0.517,0.5,0.6,0.857,0.6,2.2,2.8,3.0,1.3,0.5,1.3,2.1,7.5,Below mean
Jevon Carter,PG,27,MIL,34,26,25.2,2.8,6.8,0.417,1.4,3.4,0.393,1.5,3.3,0.442,0.517,0.5,0.6,0.857,0.6,2.2,2.8,3.0,1.3,0.5,1.3,2.1,7.5,Below mean
Jimmy Butler,SF,33,MIA,22,22,34.8,7.5,14.0,0.534,0.7,2.1,0.34,6.8,11.9,0.569,0.56,6.3,7.6,0.826,2.0,4.6,6.7,5.7,2.0,0.4,1.8,1.5,22.0,Above mean
Jock Landale,C,27,PHO,30,2,14.0,2.4,4.7,0.511,0.3,1.4,0.214,2.1,3.3,0.636,0.543,1.6,1.9,0.81,1.6,2.0,3.7,0.8,0.2,0.6,0.8,1.9,6.7,Below mean
Joe Harris,SG,31,BRK,29,18,25.7,3.1,7.3,0.425,1.9,5.0,0.382,1.2,2.3,0.515,0.554,0.4,0.6,0.706,0.4,2.4,2.8,1.7,0.6,0.3,0.6,2.5,8.5,Above mean
Joe Ingles,SF,35,MIL,5,0,17.6,1.2,5.0,0.24,0.8,4.2,0.19,0.4,0.8,0.5,0.32,0.6,0.6,1.0,0.4,1.0,1.4,1.4,0.4,0.0,2.0,1.4,3.8,Below mean
Joel Embiid,C,28,PHI,25,25,35.8,11.2,21.2,0.529,1.1,3.2,0.338,10.1,18.0,0.563,0.555,10.2,12.0,0.853,1.8,7.9,9.7,4.3,1.2,1.6,3.8,3.3,33.7,Above mean
John Butler,C,20,POR,4,0,3.8,0.3,0.8,0.333,0.0,0.5,0.0,0.3,0.3,1.0,0.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5,
John Collins,PF,25,ATL,27,27,30.6,4.9,9.9,0.496,0.7,3.1,0.235,4.2,6.8,0.617,0.534,2.1,2.6,0.812,1.1,6.6,7.7,1.3,0.8,1.3,1.2,3.2,12.7,Above mean
John Konchar,SG,26,MEM,31,20,25.8,2.7,6.0,0.452,1.3,3.5,0.38,1.4,2.5,0.551,0.562,0.5,0.6,0.842,1.0,4.5,5.6,1.5,1.1,0.3,0.6,1.6,7.3,Below mean
John Wall,PG,32,LAC,27,3,22.6,4.3,10.4,0.411,1.0,3.5,0.287,3.3,6.9,0.473,0.459,2.5,3.7,0.673,0.4,2.3,2.7,5.4,0.9,0.3,2.5,1.6,12.0,Above mean
John Wall,PG,32,LAC,27,3,22.6,4.3,10.4,0.411,1.0,3.5,0.287,3.3,6.9,0.473,0.459,2.5,3.7,0.673,0.4,2.3,2.7,5.4,0.9,0.3,2.5,1.6,12.0,Above mean
Johnny Davis,SG,20,WAS,10,0,5.0,0.4,1.3,0.308,0.0,0.3,0.0,0.4,1.0,0.4,0.308,0.3,0.3,1.0,0.1,0.6,0.7,0.2,0.0,0.1,0.1,1.2,1.1,Below mean
Jonas Valanciunas,C,30,NOP,34,34,24.2,5.4,10.3,0.521,0.6,1.9,0.344,4.7,8.4,0.561,0.553,2.4,2.9,0.845,2.9,6.5,9.4,1.9,0.4,0.4,1.9,2.9,13.8,Above mean
Jonathan Kuminga,PF,20,GSW,32,4,18.4,2.8,6.0,0.471,0.5,1.9,0.267,2.3,4.1,0.565,0.513,1.4,2.0,0.677,1.1,2.2,3.3,1.6,0.5,0.4,1.5,2.3,7.5,Below mean
Jordan Clarkson,SG,30,UTA,36,36,32.4,7.3,16.8,0.438,2.7,7.6,0.356,4.6,9.1,0.506,0.519,2.9,3.6,0.822,1.1,2.8,3.9,4.4,0.4,0.3,2.8,1.9,20.3,Above mean
Jordan Goodwin,PG,24,WAS,27,3,20.9,3.0,6.2,0.476,0.7,1.9,0.4,2.2,4.4,0.508,0.536,0.9,1.2,0.727,1.1,2.9,4.0,3.0,1.1,0.6,1.0,1.9,7.6,
Jordan Hall,SF,21,SAS,9,0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,
Jordan McLaughlin,PG,26,MIN,18,0,15.9,1.6,3.7,0.424,0.4,1.9,0.235,1.1,1.8,0.625,0.485,0.5,0.5,1.0,0.4,1.3,1.7,3.6,0.8,0.1,0.8,0.4,4.1,Below mean
Jordan Nwora,SF,24,MIL,26,3,16.6,2.0,5.5,0.368,1.0,2.8,0.365,1.0,2.7,0.371,0.462,1.1,1.3,0.848,0.8,2.3,3.1,1.0,0.3,0.1,0.9,0.8,6.2,Below mean
Jordan Poole,SG,23,GSW,36,17,29.1,6.7,15.7,0.427,2.4,7.8,0.309,4.3,7.9,0.544,0.504,3.9,4.6,0.866,0.3,1.9,2.2,4.3,0.7,0.3,3.4,2.3,19.8,Below mean
Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,
Jose Alvarado,PG,24,NOP,33,7,20.7,3.3,7.8,0.424,1.5,4.2,0.35,1.8,3.6,0.508,0.518,1.0,1.4,0.739,0.5,1.8,2.3,3.0,1.3,0.1,1.4,2.2,9.1,Below mean
Josh Christopher,SG,21,HOU,20,0,6.9,1.1,2.7,0.415,0.2,0.7,0.214,1.0,2.0,0.487,0.443,0.3,0.4,0.75,0.3,0.8,1.1,0.6,0.3,0.1,0.6,0.7,2.7,Below mean
Josh Giddey,SG,20,OKC,29,29,30.7,6.3,13.6,0.462,1.0,3.0,0.337,5.3,10.6,0.497,0.499,1.0,1.4,0.725,1.8,6.3,8.1,5.6,0.7,0.5,3.2,2.0,14.6,Below mean
Josh Green,SG,22,DAL,25,1,20.3,2.4,4.1,0.583,1.0,2.2,0.444,1.4,2.0,0.735,0.699,1.3,1.8,0.711,0.9,1.4,2.3,1.2,0.9,0.0,0.7,2.5,7.0,Below mean
Josh Hart,SG,27,POR,32,32,34.6,3.7,7.3,0.511,0.7,2.0,0.349,3.0,5.3,0.571,0.558,1.8,2.3,0.767,2.0,6.5,8.5,3.9,1.3,0.1,1.7,2.7,9.9,Above mean
Josh Minott,SF,20,MIN,6,0,2.5,0.5,0.8,0.6,0.0,0.2,0.0,0.5,0.7,0.75,0.6,0.7,0.7,1.0,0.3,0.2,0.5,0.3,0.2,0.2,0.0,0.2,1.7,Below mean
Josh Okogie,SG,24,PHO,31,0,11.8,1.5,3.6,0.398,0.4,1.5,0.25,1.1,2.1,0.508,0.451,1.1,1.5,0.745,1.4,1.6,3.0,1.1,0.6,0.4,0.7,1.4,4.4,Below mean
Josh Richardson,SG,29,SAS,24,3,23.1,3.7,9.2,0.4,1.8,5.0,0.353,1.9,4.2,0.455,0.495,1.5,1.8,0.857,0.5,1.8,2.3,2.8,0.8,0.1,1.7,1.7,10.6,Above mean
Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3.0,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,Below mean
Jrue Holiday,PG,32,MIL,26,25,33.1,7.0,15.5,0.453,2.2,6.1,0.365,4.8,9.4,0.51,0.525,2.6,2.9,0.893,1.3,4.0,5.3,7.5,1.5,0.5,3.3,2.0,18.9,Above mean
Juan Toscano-Anderson,SF,29,LAL,15,1,10.6,0.8,1.9,0.414,0.1,0.7,0.182,0.7,1.2,0.556,0.448,0.3,0.5,0.714,0.3,1.9,2.1,0.7,0.2,0.2,0.6,1.3,2.1,Below mean
Juancho Hernangómez,PF,27,TOR,23,9,18.9,1.8,3.7,0.477,0.6,2.1,0.292,1.2,1.7,0.711,0.558,0.2,0.5,0.455,1.0,3.0,3.9,0.7,0.5,0.2,0.6,1.3,4.4,Below mean
Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
Julius Randle,PF,28,NYK,35,35,34.5,7.9,16.9,0.468,2.5,7.2,0.341,5.4,9.7,0.562,0.541,5.0,6.6,0.765,2.0,7.7,9.6,3.6,0.7,0.3,2.6,3.1,23.3,Above mean
Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,Below mean
Justin Holiday,SG,33,ATL,26,0,15.4,1.8,4.7,0.38,1.1,3.2,0.345,0.7,1.4,0.459,0.5,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.5,1.3,4.7,Below mean
Justin Jackson,SF,27,BOS,14,0,4.6,0.2,1.0,0.214,0.2,0.9,0.25,0.0,0.1,0.0,0.321,0.0,0.0,,0.0,0.5,0.5,0.3,0.1,0.1,0.1,0.3,0.6,Below mean
Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,Below mean
Jusuf Nurkić,C,28,POR,30,30,28.8,5.5,10.2,0.541,0.9,1.9,0.464,4.6,8.3,0.558,0.584,2.9,4.3,0.68,2.5,7.4,9.9,3.0,0.8,1.0,2.4,3.5,14.8,Above mean
KZ Okpala,PF,23,SAC,22,3,8.2,0.6,1.3,0.464,0.2,0.6,0.385,0.4,0.7,0.533,0.554,0.3,0.3,1.0,0.3,1.0,1.3,0.5,0.2,0.3,0.2,1.2,1.7,Below mean
Kai Jones,C,22,CHO,22,0,9.9,1.2,2.5,0.5,0.1,0.5,0.273,1.1,2.0,0.558,0.528,0.4,0.5,0.727,0.9,1.4,2.2,0.2,0.2,0.5,0.4,1.4,3.0,Below mean
Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5.0,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,Above mean
Kawhi Leonard,SF,31,LAC,14,12,27.9,6.1,13.4,0.46,0.9,3.6,0.255,5.2,9.7,0.537,0.495,3.0,4.0,0.75,1.1,4.9,6.0,3.8,0.9,0.3,1.4,1.4,16.2,Above mean
Keegan Murray,SF,22,SAC,31,29,28.6,4.2,9.9,0.422,2.3,5.9,0.38,1.9,4.0,0.484,0.536,1.0,1.3,0.78,0.8,2.9,3.7,0.8,0.8,0.6,1.1,2.0,11.7,Below mean
Keita Bates-Diop,SF,27,SAS,27,10,18.4,3.0,5.8,0.522,0.5,1.4,0.351,2.6,4.4,0.575,0.564,1.3,1.6,0.81,1.2,1.8,3.0,0.8,0.7,0.1,0.8,0.9,7.8,Below mean
Keldon Johnson,SF,23,SAS,30,30,32.6,7.4,17.9,0.415,2.5,7.4,0.342,4.9,10.5,0.467,0.486,3.5,4.8,0.727,0.9,4.1,5.0,3.0,0.8,0.1,2.3,1.9,20.9,Below mean
Kelly Olynyk,PF,31,UTA,33,33,28.5,4.3,8.2,0.52,1.5,3.5,0.431,2.8,4.7,0.587,0.613,2.8,3.3,0.835,1.2,3.8,5.0,3.2,1.1,0.6,2.3,3.9,12.8,Above mean
Kelly Oubre Jr.,SF,27,CHO,34,30,33.2,7.7,18.1,0.424,2.4,7.6,0.311,5.3,10.5,0.506,0.489,2.9,4.1,0.71,1.5,3.7,5.2,1.2,1.6,0.4,1.3,3.0,20.6,Above mean
Kemba Walker,PG,32,DAL,6,1,20.7,3.5,8.5,0.412,1.0,4.2,0.24,2.5,4.3,0.577,0.471,2.8,3.5,0.81,0.5,2.2,2.7,2.8,0.0,0.3,0.7,1.7,10.8,Above mean
Kemba Walker,PG,32,DAL,6,1,20.7,3.5,8.5,0.412,1.0,4.2,0.24,2.5,4.3,0.577,0.471,2.8,3.5,0.81,0.5,2.2,2.7,2.8,0.0,0.3,0.7,1.7,10.8,Above mean
Kemba Walker,PG,32,DAL,6,1,20.7,3.5,8.5,0.412,1.0,4.2,0.24,2.5,4.3,0.577,0.471,2.8,3.5,0.81,0.5,2.2,2.7,2.8,0.0,0.3,0.7,1.7,10.8,Above mean
Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,
Kendrick Nunn,PG,27,LAL,28,2,11.6,2.0,5.5,0.364,0.8,2.7,0.307,1.2,2.8,0.418,0.438,0.4,0.5,0.923,0.0,1.0,1.1,0.9,0.2,0.0,1.0,0.8,5.3,Below mean
Kennedy Chandler,PG,20,MEM,15,0,10.3,1.3,3.4,0.392,0.1,0.8,0.167,1.2,2.6,0.462,0.412,0.3,0.6,0.444,0.2,1.3,1.5,2.3,0.5,0.3,0.9,0.5,3.1,Below mean
Kenneth Lofton Jr.,PF,20,MEM,5,0,4.6,1.4,2.8,0.5,0.0,0.2,0.0,1.4,2.6,0.538,0.5,0.2,0.6,0.333,0.2,0.6,0.8,0.8,0.0,0.0,0.2,0.6,3.0,
Kenrich Williams,PF,28,OKC,26,3,21.5,3.0,5.7,0.531,0.8,2.0,0.385,2.2,3.7,0.611,0.599,0.4,0.8,0.455,1.7,2.5,4.2,1.5,0.7,0.2,0.4,2.0,7.2,Below mean
Kentavious Caldwell-Pope,SG,29,DEN,33,33,31.6,4.1,8.7,0.465,2.1,4.5,0.456,2.0,4.2,0.475,0.583,1.2,1.4,0.809,0.5,2.6,3.1,2.2,1.2,0.4,1.2,2.1,11.3,Above mean
Kenyon Martin Jr.,SF,22,HOU,34,8,24.5,4.3,7.7,0.553,0.9,2.7,0.312,3.4,5.0,0.686,0.609,1.5,2.3,0.662,1.4,3.5,4.9,1.4,0.4,0.3,1.1,1.6,10.9,Below mean
Keon Ellis,SG,23,SAC,3,0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.0,
Keon Johnson,SG,20,POR,15,0,13.8,2.4,6.2,0.387,1.1,3.2,0.333,1.3,3.0,0.444,0.473,0.3,0.7,0.455,0.4,1.5,1.9,1.3,0.6,0.3,1.6,1.2,6.2,Below mean
Kessler Edwards,SF,22,BRK,13,1,5.7,0.5,1.7,0.273,0.2,0.8,0.182,0.3,0.8,0.364,0.318,0.1,0.2,0.5,0.5,0.6,1.1,0.2,0.2,0.1,0.3,0.2,1.2,Below mean
Kevin Durant,PF,34,BRK,34,34,36.4,10.6,19.0,0.56,1.8,4.8,0.37,8.9,14.2,0.624,0.607,6.8,7.4,0.928,0.4,6.6,6.9,5.4,0.8,1.5,3.5,2.5,29.9,Above mean
Kevin Huerter,SG,24,SAC,32,32,31.3,5.4,11.4,0.475,2.8,6.9,0.414,2.6,4.5,0.569,0.6,1.6,2.3,0.694,0.6,2.6,3.2,2.8,1.1,0.3,1.6,2.6,15.2,Above mean
Kevin Knox,SF,23,DET,30,0,14.0,2.0,4.4,0.455,1.0,2.9,0.36,1.0,1.5,0.63,0.572,0.6,0.8,0.783,0.5,1.9,2.4,0.4,0.4,0.3,0.6,1.8,5.6,Below mean
Kevin Love,PF,34,CLE,27,1,19.8,2.8,6.8,0.413,1.9,4.9,0.389,0.9,2.0,0.472,0.552,1.5,1.7,0.872,0.8,6.1,6.9,2.1,0.1,0.2,1.2,1.5,9.0,Above mean
Kevin Porter Jr.,PG,22,HOU,33,33,34.3,6.8,15.7,0.432,2.0,6.0,0.327,4.8,9.7,0.498,0.495,3.8,4.9,0.767,1.5,4.0,5.5,5.7,1.4,0.4,3.7,2.9,19.3,Below mean
Kevon Harris,SG,25,ORL,25,0,12.0,1.1,2.8,0.4,0.4,1.0,0.423,0.7,1.8,0.386,0.479,0.9,1.0,0.846,0.8,1.1,2.0,0.4,0.4,0.1,0.6,1.3,3.6,
Kevon Looney,C,26,GSW,36,36,22.8,2.8,4.3,0.639,0.0,0.0,,2.8,4.3,0.639,0.639,1.0,1.6,0.638,2.5,5.3,7.8,2.9,0.4,0.6,0.4,2.8,6.5,Below mean
